nome,genero,freqs 2014,freqs 2015,freqs 2016,freqs 2017
Leonor Rosa,F,1,0,0,0
Clara Marjorie,F,1,0,0,0
Anna Catarina,F,1,0,0,0
Luciana Marlene,F,1,0,0,0
Kiara Alessandra,F,1,0,0,0
Keyla Danara,F,1,0,0,0
Aura Beatriz,F,1,0,0,0
Elsa Miriam,F,1,0,0,0
Alícia Mara,F,1,0,0,0
Regina da Conceição,F,1,0,0,0
Constança dos Santos,F,1,0,0,0
Rita Justina,F,1,0,0,0
Cíntia Melissa,F,1,0,0,0
Wandi Sofia,F,1,0,0,0
Eduarda Leonor,F,1,0,0,0
Bianca Andreia,F,1,0,0,0
Sheila Marisa,F,1,0,0,0
Nicole Viviane,F,1,0,0,0
Lúcia Francisca,F,1,0,0,0
Rute Vitória,F,1,0,0,0
Daniela Tâmiris,F,1,0,0,0
Dina Maria,F,1,0,0,0
Laura Robin,F,1,0,0,0
Evelyn Ariane,F,1,0,0,0
Mariana Andomarc,F,1,0,0,0
Kirian Maweza,F,1,0,0,0
Kyara Andreea,F,1,0,0,0
Rosa Fabiana,F,1,0,0,0
Lucia Simunye,F,1,0,0,0
Gabriela Duarte,F,1,0,0,0
Iris Patrícia,F,1,0,0,0
Carminho João,F,1,0,0,0
Clementine Rose,F,1,0,0,0
Elisabeth Victoria Ann,F,1,0,0,0
Alice Helena,F,1,0,0,0
Jéssica Chine,F,1,0,0,0
Annelys Jacilla,F,1,0,0,0
Sarah Miguel,F,1,0,0,0
Mónica Miguel,F,1,0,0,0
Ana Quitéria,F,1,0,0,0
Rafaela Wagner,F,1,0,0,0
Merícia da Conceição,F,1,0,0,0
Andreia Rafaela,F,1,0,0,0
Tânia Alexandra,F,1,0,0,0
Érica Soraia,F,1,0,0,0
Maria Nadeia,F,1,0,0,0
Roana Jade,F,1,0,0,0
Vera Filipa,F,1,0,0,0
Vitória Taísa,F,1,0,0,0
Iasmin Isabel,F,1,0,0,0
Filipa Tiago,F,1,0,0,0
Neima Solange,F,1,0,0,0
Catarina Lourenço,F,1,0,0,0
Vitória Luize,F,1,0,0,0
Emmy Susy Claude,F,1,0,0,0
Vanessa Leonor,F,1,0,0,0
Adriana Patrícia,F,1,0,0,0
Aisha Naya,F,1,0,0,0
Emília Sara,F,1,0,0,0
Paloma Matilde,F,1,0,0,0
Sara Wanda,F,1,0,0,0
Kelly Sabrina,F,1,0,0,0
Zoé Rosa,F,1,0,0,0
Lúcia João,F,1,0,0,0
Ester Isabel,F,1,0,0,0
Nuna Vitória,F,1,0,0,0
Renata Mirela,F,1,0,0,0
Teresa Filipa,F,1,0,0,0
Alice Leonor,F,1,0,0,0
Maria Gabrielle,F,1,0,0,0
Letízia Daniela,F,1,0,0,0
Ambina Empiano,F,1,0,0,0
Gabriela Letícia,F,1,0,0,0
Inês Patrícia,F,1,0,0,0
Cássia Celestino,F,1,0,0,0
Renata Francisca,F,1,0,0,0
Ruwwi Martha,F,1,0,0,0
Valentina Alexandra,F,1,0,0,0
Priscila Aliana,F,1,0,0,0
Joana Elisa,F,1,0,0,0
Urvika Ashish,F,1,0,0,0
Lara Romão,F,1,0,0,0
Alexia Sofia,F,1,0,0,0
Catarina João,F,1,0,0,0
Bibiana Isabel,F,1,0,0,0
Raquel Patrícia,F,1,0,0,0
Gabriela Sevgül,F,1,0,0,0
Gabriela Patrícia,F,1,0,0,0
Telma Alexandra,F,1,0,0,0
Susana Beatriz,F,1,0,0,0
CLara Alexandra,F,1,0,0,0
Ester Alexandra,F,1,0,0,0
Jéssica Kyara,F,1,0,0,0
Giovanna Alessandra,F,1,0,0,0
Luana Alice,F,1,0,0,0
Léa Chantal Marie,F,1,0,0,0
Lara Luana,F,1,0,0,0
Jade Maísa,F,1,0,0,0
arisa Yasmina Marian,F,1,0,0,0
Isabel Alexandra,F,1,0,0,0
Layara Ailice,F,1,0,0,0
Matilde Duarte,F,1,0,0,0
Zayna Shoeb,F,1,0,0,0
Ariana Rosa,F,1,0,0,0
Sandrina Isabel,F,1,0,0,0
Victória do Rosário,F,1,0,0,0
Elsa Beatriz,F,1,0,0,0
Luciana Alexandra,F,1,0,0,0
Mariama Siré,F,1,0,0,0
Lara Larissa,F,1,0,0,0
Matilde Manuel,F,1,0,0,0
Darlynn Raiany,F,1,0,0,0
Sophie Adeline Jyoti,F,1,0,0,0
Áurea da Conceição,F,1,0,0,0
Maria Nair,F,1,0,0,0
Sophia Leonor,F,1,0,0,0
Sophia Liz,F,1,0,0,0
Maria Izaura,F,1,0,0,0
Élia Sofia,F,1,0,0,0
Tanyi Ayla,F,1,0,0,0
Ellen Rayanne,F,1,0,0,0
Veheta Stoyanova,F,1,0,0,0
Isa Filipa,F,1,0,0,0
Parini Sanil,F,1,0,0,0
Mélanie Mafalda,F,1,0,0,0
Denise Jade,F,1,0,0,0
Beatriz Jorge,F,1,0,0,0
Tatiana Victória,F,1,0,0,0
Camila Jorge,F,1,0,0,0
Kyara Irina,F,1,0,0,0
Carolina Noa,F,1,0,0,0
Rita Lúcia,F,1,0,0,0
Angelena Gharu,F,1,0,0,0
Benedita Leonor,F,1,0,0,0
Tamara Isabel,F,1,0,0,0
Carlota Pilar,F,1,0,0,0
Jaciara Patrícia,F,1,0,0,0
Miriam Luís,F,1,0,0,0
Jéssica Margarida,F,1,0,0,0
Carolina Raissa,F,1,0,0,0
Antónia Jesus,F,1,0,0,0
Elizangila Isabel,F,1,0,0,0
Maria Deusa,F,1,0,0,0
Delailah Anaise,F,1,0,0,0
Beatriz La Salete,F,1,0,0,0
Giulia Elisa,F,1,0,0,0
Sara Micaela,F,1,0,0,0
Kelly Dania,F,1,0,0,0
Leia Rosa Maria,F,1,0,0,0
Adama Awa,F,1,0,0,0
Lara Diogo,F,1,0,0,0
Túlipa Emília,F,1,0,0,0
Júllia Victória,F,1,0,0,0
Roslene Yasmin,F,1,0,0,0
Sara Gabriel,F,1,0,0,0
Marisa Maria,F,1,0,0,0
Márcia Vitória,F,1,0,0,0
Luana Kiara,F,1,0,0,0
Bianca Nicole,F,1,0,0,0
India Muriel,F,1,0,0,0
Carlota Miguel,F,1,0,0,0
Íris Constança,F,1,0,0,0
Sheinizy Elaine,F,1,0,0,0
Rita Bianca,F,1,0,0,0
Taíssa Beatriz,F,1,0,0,0
Bia Filipa,F,1,0,0,0
Márcia Eliana,F,1,0,0,0
Neli Mimeva,F,1,0,0,0
Débora Victória,F,1,0,0,0
Daiana Maria,F,1,0,0,0
Salma Samir,F,1,0,0,0
kiara Sofia,F,1,0,0,0
Samara Adelaide,F,1,0,0,0
Natacha Rui,F,1,0,0,0
Gabriela Menna,F,1,0,0,0
Jasmine Jessy,F,1,0,0,0
Stella Oluchukwu,F,1,0,0,0
Jaskirat Jessica,F,1,0,0,0
Juliana Flávia,F,1,0,0,0
Ashley Nayara,F,1,0,0,0
Filomena Rosa,F,1,0,0,0
Ariana Matilde,F,1,0,0,0
Quessia Liana,F,1,0,0,0
Madalena Solange,F,1,0,0,0
Taís Leonor,F,1,0,0,0
Bianca Marina,F,1,0,0,0
Eliana Vitalievna,F,1,0,0,0
Flora Micaela,F,1,0,0,0
Joana Rafaela,F,1,0,0,0
Vitória Nana,F,1,0,0,0
Ana Carlota,F,1,0,0,0
Sofia Celeste,F,1,0,0,0
Kyara Sabrina,F,1,0,0,0
Luanny Filipa,F,1,0,0,0
Nayara Guiomar,F,1,0,0,0
Beatriz Branca,F,1,0,0,0
Leonor Regina,F,1,0,0,0
Vitória Andrea,F,1,0,0,0
kyara da Conceição,F,1,0,0,0
Lívia Susana,F,1,0,0,0
Khyara Alexandra,F,1,0,0,0
Carla Tchissola,F,1,0,0,0
Ashley Vitória,F,1,0,0,0
Telma Ainara,F,1,0,0,0
Camila Isaura,F,1,0,0,0
Renata Eliane,F,1,0,0,0
Ianna Lacramioara,F,1,0,0,0
Irís Isabel,F,1,0,0,0
Esperança Maria,F,1,0,0,0
Joana Vitória,F,1,0,0,0
Nayra Nair,F,1,0,0,0
Libânia Sofia,F,1,0,0,0
Yasmin Cristelle,F,1,0,0,0
Ester Lúcia,F,1,0,0,0
Aqeela Zainab,F,1,0,0,0
Rita Liz,F,1,0,0,0
Evellyn Eloá,F,1,0,0,0
Cadi Laura,F,1,0,0,0
Francisca Rafaela,F,1,0,0,0
Katia Isabel,F,1,0,0,0
Aliya Jade,F,1,0,0,0
Tropez Anneke Ama,F,1,0,0,0
Bruna Letícia,F,1,0,0,0
Gabriela FIlipa,F,1,0,0,0
Sara Mariana,F,1,0,0,0
Cíntia Sofia,F,1,0,0,0
Carolina Rafaela,F,1,0,0,0
Tatiana Guiomar,F,1,0,0,0
Paula Isabela,F,1,0,0,0
Maria Mercês,F,1,0,0,0
Alcine Cikelle,F,1,0,0,0
Marisa Cristina,F,1,0,0,0
Tamára Daniela,F,1,0,0,0
Miriam Leonor,F,1,0,0,0
Mirela Liz,F,1,0,0,0
Nadja Maria,F,1,0,0,0
Izadora Sophia,F,1,0,0,0
Luciana Sophia,F,1,0,0,0
Jade Gracinda,F,1,0,0,0
Lúcia Mara,F,1,0,0,0
Evelyn Nicole,F,1,0,0,0
Eduarda Vitória,F,1,0,0,0
Mara Heloísa,F,1,0,0,0
Yasmin Djully,F,1,0,0,0
Ariana Susana,F,1,0,0,0
Ana Diogo,F,1,0,0,0
Brianna Helena,F,1,0,0,0
indha Victoria Hadass,F,1,0,0,0
Bárbara Aléxis,F,1,0,0,0
Clara João,F,1,0,0,0
Laura Milacku,F,1,0,0,0
Vitória Daniela,F,1,0,0,0
Maria Lúcia,F,1,0,0,0
Beatriz Lara,F,1,0,0,0
Leonor Leonardo,F,1,0,0,0
Elena Beatris,F,1,0,0,0
Diana Paloma,F,1,0,0,0
Mia Alexandra,F,1,0,0,0
Yara Lisa,F,1,0,0,0
Alana Mirari,F,1,0,0,0
Isabela Diana,F,1,0,0,0
Suéli Victória,F,1,0,0,0
Tamara Sofia,F,1,0,0,0
Naiara Branca,F,1,0,0,0
Lia Mei,F,1,0,0,0
Rosa Orquídea,F,1,0,0,0
Telma Daniely,F,1,0,0,0
Gabriela Beatriz,F,1,0,0,0
Paloma Munira,F,1,0,0,0
Kiara Maria,F,1,0,0,0
Ana David,F,1,0,0,0
Alícia Duarte,F,1,0,0,0
Yara Gabriela,F,1,0,0,0
Taís Elaine,F,1,0,0,0
Saalsy Cubri,F,1,0,0,0
Rita Pilar,F,1,0,0,0
Estéfica Matilde,F,1,0,0,0
Naíma Daniela,F,1,0,0,0
Daniela de Jesus,F,1,0,0,0
Leonor Aurora,F,1,0,0,0
Angelina Nafim,F,1,0,0,0
Mame Diarra,F,1,0,0,0
Priscila Carolline,F,1,0,0,0
Hadassa Maxência,F,1,0,0,0
Larysa Gertrudes,F,1,0,0,0
Adriane Raíssa,F,1,0,0,0
Vitória Juliana,F,1,0,0,0
Tânia Cristina,F,1,0,0,0
Núria Francisca,F,1,0,0,0
Alícia Ellen,F,1,0,0,0
Rania da Graça,F,1,0,0,0
Liliana Rae,F,1,0,0,0
Diana Liz,F,1,0,0,0
Yara Cecília,F,1,0,0,0
Gisela Sofia,F,1,0,0,0
Camila Victória,F,1,0,0,0
Aline Raquel,F,1,0,0,0
Íris Diana,F,1,0,0,0
Lívia Domingas,F,1,0,0,0
Raquel Margarita,F,1,0,0,0
Lya Nuemmy,F,1,0,0,0
Jalica Amadú,F,1,0,0,0
Ariele Maria,F,1,0,0,0
Eva Constança,F,1,0,0,0
Mafalda Carminho,F,1,0,0,0
Matilde Gabi,F,1,0,0,0
Larissa Assucena,F,1,0,0,0
Lea Beatriz,F,1,0,0,0
Leonor Marisa,F,1,0,0,0
Quélia Sofia,F,1,0,0,0
Emily Sofia,F,1,0,0,0
Sandra Micaela,F,1,0,0,0
Cátia Wilson,F,1,0,0,0
Ayana Khaira,F,1,0,0,0
Camila Helena,F,1,0,0,0
Airam Romana,F,1,0,0,0
Nahla Oriana,F,1,0,0,0
Stephany Fabiana,F,1,0,0,0
Cristina Claúdia,F,1,0,0,0
Ana Glória,F,1,0,0,0
Beatriz Serhiyivna,F,1,0,0,0
Eduarda Filipa,F,1,0,0,0
Yara Simone,F,1,0,0,0
Lea Luís,F,1,0,0,0
Annick Clara,F,1,0,0,0
Luísa João,F,1,0,0,0
Irina Fabiana,F,1,0,0,0
Adriana Manuel,F,1,0,0,0
Diana de Jesus,F,1,0,0,0
Carminho Miguel,F,1,0,0,0
Inês Gonzaga,F,1,0,0,0
Yasmin Angélica,F,1,0,0,0
Lara Dinis,F,1,0,0,0
Elanã Sofia,F,1,0,0,0
Bianca Diogo,F,1,0,0,0
Juweyriyah Irfan,F,1,0,0,0
Sofia Manuel,F,1,0,0,0
Sara Tikvah,F,1,0,0,0
Clarisse Isabel,F,1,0,0,0
Yasmin Paloma,F,1,0,0,0
Milena Alexandra,F,1,0,0,0
Micaela de Fátima,F,1,0,0,0
Ema Luna,F,1,0,0,0
Viviana Filipa,F,1,0,0,0
Gabriela Sevdalinova,F,1,0,0,0
Rebeca Maya Stefania,F,1,0,0,0
Sandra Valentina,F,1,0,0,0
Lais Brenda,F,1,0,0,0
Ester Avelina,F,1,0,0,0
Rosa Jasmim,F,1,0,0,0
Juliana Kiran,F,1,0,0,0
Margaryta Sofiia,F,1,0,0,0
Dânia Alexandra,F,1,0,0,0
Teresa Duarte,F,1,0,0,0
Mafalda Antónia,F,1,0,0,0
Mya Daniela,F,1,0,0,0
Lecticia Andreia,F,1,0,0,0
Estrela Janaína,F,1,0,0,0
Matilde Catarina,F,1,0,0,0
Catarina Marinho,F,1,0,0,0
Tânia Maiara,F,1,0,0,0
Yasmin Kary,F,1,0,0,0
Jasmina Yusupova,F,1,0,0,0
Isa Iana,F,1,0,0,0
Liliana Dolores,F,1,0,0,0
Leonor Maiara,F,1,0,0,0
Daniela Íris,F,1,0,0,0
Inês Gil,F,1,0,0,0
Alanna Sofia,F,1,0,0,0
Mafalda Rosinda,F,1,0,0,0
Ciara Aisha,F,1,0,0,0
Amélia Carlota,F,1,0,0,0
Isa Alexandra,F,1,0,0,0
Alana Liz,F,1,0,0,0
Yris Sophia,F,1,0,0,0
Yona Patrícia,F,1,0,0,0
Yara Luísa,F,1,0,0,0
Ariana Vanessa,F,1,0,0,0
Áurea Margarida,F,1,0,0,0
Juliana Gabriel,F,1,0,0,0
Tânia Margarida,F,1,0,0,0
Izabella Margarida,F,1,0,0,0
Nicole Kyara,F,1,0,0,0
Aissatá Djouldé,F,1,0,0,0
Leonor Cecília,F,1,0,0,0
Lueji Nayara,F,1,0,0,0
Marta Gil,F,1,0,0,0
Dayanne Domingos,F,1,0,0,0
Akira Sofia,F,1,0,0,0
Anastácia Filipa,F,1,0,0,0
Maria Luz,F,1,0,0,0
Matilde Mariana,F,1,0,0,0
Carolina Mar,F,1,0,0,0
Maria Renata,F,1,0,0,0
Melissa Emília,F,1,0,0,0
Rhayssa Aguinalda,F,1,0,0,0
Kelly Biatriz,F,1,0,0,0
Jhuly Adriele,F,1,0,0,0
Catarina Duarte,F,1,0,0,0
Viviane Maísa,F,1,0,0,0
Luna Gabriela,F,1,0,0,0
Áurea Khailane,F,1,0,0,0
Inês do Mar,F,1,0,0,0
Rafaela Adriana,F,1,0,0,0
Ester Lukeni,F,1,0,0,0
Nicole Elena,F,1,0,0,0
Sara Tereza,F,1,0,0,0
Katarina Isabel,F,1,0,0,0
Matilde Mateus,F,1,0,0,0
Lígia Maria,F,1,0,0,0
Mayara Alexandra,F,1,0,0,0
Maiara Célia,F,1,0,0,0
ine Hélène Martine Cl,F,1,0,0,0
Kyara Luena,F,1,0,0,0
Filipa Micaela,F,1,0,0,0
Kyara Maeva,F,1,0,0,0
Miriam Viviane,F,1,0,0,0
Laura Samuel,F,1,0,0,0
Lorena Gil,F,1,0,0,0
Joana Teresa,F,1,0,0,0
Filipa Inês,F,1,0,0,0
Graça Ester,F,1,0,0,0
Mara Manuela,F,1,0,0,0
Erietta Teresa,F,1,0,0,0
Yalena Keiliza,F,1,0,0,0
Lya Sofia,F,1,0,0,0
Keily Juciane,F,1,0,0,0
Izabela Ionela,F,1,0,0,0
Rania Bianca,F,1,0,0,0
Naiara Vitória,F,1,0,0,0
Érica Isabel,F,1,0,0,0
Taís Isabela,F,1,0,0,0
Júlia Isabelle,F,1,0,0,0
Hélida Crisnara,F,1,0,0,0
Juliana Marisa,F,1,0,0,0
Elicleide Daniela,F,1,0,0,0
Yasmin Matilde,F,1,0,0,0
Inês Oriana,F,1,0,0,0
Andreia Carolina,F,1,0,0,0
Cristina Avelar,F,1,0,0,0
Benedita Flor,F,1,0,0,0
Bianca Luísa,F,1,0,0,0
Naíma Ariana,F,1,0,0,0
Maysa Alexandra,F,1,0,0,0
Mara Isabela,F,1,0,0,0
Ester Beatriz,F,1,0,0,0
Teresa Cristina,F,1,0,0,0
Sophia Eva,F,1,0,0,0
Kelmy Iracy,F,1,0,0,0
Eliane Nadine,F,1,0,0,0
Alana Poliane,F,1,0,0,0
Joana Amaro,F,1,0,0,0
Erika Yasmin,F,1,0,0,0
Beatriz Laura,F,1,0,0,0
Janaína Conceição,F,1,0,0,0
Mercês Albino,F,1,0,0,0
Keyla Gabriela,F,1,0,0,0
Núria Matilde,F,1,0,0,0
Noa Jade,F,1,0,0,0
Samaira Waseefah,F,1,0,0,0
Salomé Filipa,F,1,0,0,0
Gabriela Fabiana,F,1,0,0,0
Maria Soraia,F,1,0,0,0
Íris Manuela,F,1,0,0,0
Mariana Rosa,F,1,0,0,0
Jéssica Marina,F,1,0,0,0
Tanisha Oscar,F,1,0,0,0
Isabela Fatu,F,1,0,0,0
Bianca Flor,F,1,0,0,0
Léa Anabel Catarina,F,1,0,0,0
Beatrice Elena,F,1,0,0,0
Yasmina Loredana,F,1,0,0,0
Hortênsia Armanda,F,1,0,0,0
Beatriz Flor,F,1,0,0,0
Maria Carlos,F,1,0,0,0
Nür Safiya,F,1,0,0,0
Violeta Catarina,F,1,0,0,0
Rita André,F,1,0,0,0
Mariana Ionara,F,1,0,0,0
Marie Estelle,F,1,0,0,0
Valentina Giovana,F,1,0,0,0
Luna Neusianne,F,1,0,0,0
Clara Amaro,F,1,0,0,0
Catherine Elisabeth,F,1,0,0,0
Yasmin Safira,F,1,0,0,0
Luana Tateane,F,1,0,0,0
Alesia Sofia,F,1,0,0,0
Melanye Alexandra,F,1,0,0,0
Aline Luena,F,1,0,0,0
Júlia Filipa,F,1,0,0,0
Ana Rute,F,1,0,0,0
Adriela da Glória,F,1,0,0,0
Ionela Liliana,F,1,0,0,0
Quedna Yasmin,F,1,0,0,0
Matilde Lucinda,F,1,0,0,0
Nádia Daniela,F,1,0,0,0
Ema Eliana,F,1,0,0,0
Ustyna Ksenia,F,1,0,0,0
Yara Philipa,F,1,0,0,0
Gabriela Levi,F,1,0,0,0
Jandira de Jesus,F,1,0,0,0
Ema Flora,F,1,0,0,0
Eliane Cândido,F,1,0,0,0
Aiyane Adele,F,1,0,0,0
Luísa Sofia,F,1,0,0,0
Rayanna Stephanie,F,1,0,0,0
Rita José,F,1,0,0,0
Fernanda Patrícia,F,1,0,0,0
Lurdes Maria,F,1,0,0,0
Swana de Fátima,F,1,0,0,0
Bianca Yasmim,F,1,0,0,0
Paloma Rayanne,F,1,0,0,0
Adélia Luana,F,1,0,0,0
Ema Carlota,F,1,0,0,0
Francisca da Conceição,F,1,0,0,0
Marta Miguel,F,1,0,0,0
Chanel Jilanhi,F,1,0,0,0
Ednara Yasmin,F,1,0,0,0
Victória Filipe,F,1,0,0,0
Marcelina Alessandra,F,1,0,0,0
Sara Haniela,F,1,0,0,0
Alana Alexandra,F,1,0,0,0
Márcia Isabel,F,1,0,0,0
Adelina Elena,F,1,0,0,0
Matilde Lurdes,F,1,0,0,0
Iara Matilde,F,1,0,0,0
Aysha Bianca,F,1,0,0,0
Patrícia Cristina,F,1,0,0,0
Maria Nuno,F,1,0,0,0
Elana Haniela,F,1,0,0,0
Letícia Ellen,F,1,0,0,0
Carolina Gabriela,F,1,0,0,0
Mélanie Ema,F,1,0,0,0
Elina Jiajing,F,1,0,0,0
Emily Daniela,F,1,0,0,0
Neyma Celsa,F,1,0,0,0
Kelly Naysa,F,1,0,0,0
Nicolly Beatriz,F,1,0,0,0
Sureya Tillman,F,1,0,0,0
Beatriz Paula,F,1,0,0,0
Rute Maria,F,1,0,0,0
Thaís Sally,F,1,0,0,0
Margarida Liz,F,1,0,0,0
Bia Cristina,F,1,0,0,0
Aysha Melanie,F,1,0,0,0
Adriana Flor,F,1,0,0,0
Laura Manuel,F,1,0,0,0
Nadine Sofia,F,1,0,0,0
Miriam Mélanie,F,1,0,0,0
Eliane Raissa,F,1,0,0,0
Rúbia Beatriz,F,1,0,0,0
Anastácia Maisa,F,1,0,0,0
Luna Tamara,F,1,0,0,0
Sara Letícia,F,1,0,0,0
Arya Moon,F,1,0,0,0
Helena Valesca,F,1,0,0,0
Diana Jorge,F,1,0,0,0
Nina Pacari,F,1,0,0,0
Sara Larissa,F,1,0,0,0
Cecília Miguel,F,1,0,0,0
Jéssica Fabiana,F,1,0,0,0
Gurleen Kaur,F,1,0,0,0
Zahra Gabriela,F,1,0,0,0
Cassandra Alexandra,F,1,0,0,0
Aurea Marie,F,1,0,0,0
Irina Rafaela,F,1,0,0,0
Daniela Salomé,F,1,0,0,0
Isa Mar,F,1,0,0,0
Wenjin Yang,F,1,0,0,0
Vânia Daeane,F,1,0,0,0
Laura Elisabeth,F,1,0,0,0
Rafaela Natália,F,1,0,0,0
Sara Abigail,F,1,0,0,0
Lara Marina,F,1,0,0,0
Vitória Suéli,F,1,0,0,0
Melissa Elena,F,1,0,0,0
Melissa Damaris,F,1,0,0,0
Carla Luana,F,1,0,0,0
Eva Magali,F,1,0,0,0
Aurea Maria,F,1,0,0,0
Bárbara Isabel,F,1,0,0,0
Gisela Yasmin,F,1,0,0,0
Nicole Rafaela,F,1,0,0,0
Luciana Margarida,F,1,0,0,0
Cleia Ticiana,F,1,0,0,0
Margarida Casalta,F,1,0,0,0
Mara Alice,F,1,0,0,0
Letícia Solange,F,1,0,0,0
Vera Daniela,F,1,0,0,0
Joana Aires,F,1,0,0,0
Francisca Marta,F,1,0,0,0
Tatiana Ruozhen,F,1,0,0,0
Camila Larissa,F,1,0,0,0
Lara Vitória,F,1,0,0,0
Filipa Leonor,F,1,0,0,0
Estefania Victoria,F,1,0,0,0
Nicole Ortis,F,1,0,0,0
Joice Filipa,F,1,0,0,0
Íris Soraia,F,1,0,0,0
Mariana Letícia,F,1,0,0,0
Eliana Elísia,F,1,0,0,0
Déborah Stéfanny,F,1,0,0,0
Ana Bárbara,F,1,0,0,0
Priscila Isabel,F,1,0,0,0
Alícia Hellena,F,1,0,0,0
Erica Raquel,F,1,0,0,0
Mariana Halimatu,F,1,0,0,0
Alyssa Bernardete,F,1,0,0,0
Elcieny Aliane,F,1,0,0,0
Laura Jade,F,1,0,0,0
Maria Lisete,F,1,0,0,0
Yanessa Kelsia,F,1,0,0,0
Stella Alexandra,F,1,0,0,0
Denyse Rayssa,F,1,0,0,0
Alícia Domingas,F,1,0,0,0
Iara Abel,F,1,0,0,0
Conceição Irina,F,1,0,0,0
Alyah Rafaela,F,1,0,0,0
Diana Camila,F,1,0,0,0
Yassmina Gabriella,F,1,0,0,0
Beatriz Alexandre,F,1,0,0,0
Maria Angélica,F,1,0,0,0
Fátima Cristina,F,1,0,0,0
Rayane Sofia,F,1,0,0,0
Telma Bianca,F,1,0,0,0
Ticiane Marise,F,1,0,0,0
Zoe Isabella,F,1,0,0,0
Isa Margarida,F,1,0,0,0
Alice Saffi,F,1,0,0,0
Alice Giovana,F,1,0,0,0
Oriana Alexandra,F,1,0,0,0
Amélia Violeta,F,1,0,0,0
Qian Min,F,1,0,0,0
Eleine Alexandra,F,1,0,0,0
Keila Nicole,F,1,0,0,0
Jénifer Maria,F,1,0,0,0
Maria Ângela,F,1,0,0,0
Margarida de Jesus,F,1,0,0,0
Anna Karolyna,F,1,0,0,0
Aléxia Sadjana,F,1,0,0,0
Nel Jasmin,F,1,0,0,0
Leandra Maria,F,1,0,0,0
Ana Caroline,F,1,0,0,0
Sophia Nicole,F,1,0,0,0
Denisa Gabriela,F,1,0,0,0
Eriandra Yolanda,F,1,0,0,0
Indira Jesus,F,1,0,0,0
Carlota Beatriz,F,1,0,0,0
Yedllin Twany,F,1,0,0,0
Margarida Daniela,F,1,0,0,0
Ana Leonnor,F,1,0,0,0
Maria Ofélia,F,1,0,0,0
Liane Fabiana,F,1,0,0,0
Deliana das Dores,F,1,0,0,0
Alícia Mariana,F,1,0,0,0
Wysmara Sofia,F,1,0,0,0
Alyha Jhasmille,F,1,0,0,0
Irina Isabela,F,1,0,0,0
Naiara Nicole,F,1,0,0,0
Alana Patrícia,F,1,0,0,0
Diana Mayra,F,1,0,0,0
Antónia Alexandra,F,1,0,0,0
Nicole Carolina,F,1,0,0,0
Zi Xin,F,1,0,0,0
Ava Matilde,F,1,0,0,0
Caetana José,F,1,0,0,0
Carolina Micaela,F,1,0,0,0
Margarida dos Anjos,F,1,0,0,0
Verónica Raquel,F,1,0,0,0
Ayla Celina,F,1,0,0,0
Diana da Luz,F,1,0,0,0
Roberta Daiana,F,1,0,0,0
Constança José,F,1,0,0,0
Filipe Linjun,F,1,0,0,0
Vitória Ariana,F,1,0,0,0
Camila Helaine,F,1,0,0,0
Íris Mariana,F,1,0,0,0
Maria Frederica,F,1,0,0,0
Nicole Tamára,F,1,0,0,0
Mia Luiza,F,1,0,0,0
Sofia Muscuta,F,1,0,0,0
Isabela Serena,F,1,0,0,0
Clara Afonso,F,1,0,0,0
Kyara Daniela,F,1,0,0,0
Paula Haniela,F,1,0,0,0
Jessica Margarida,F,1,0,0,0
Mariea Izabela,F,1,0,0,0
Rosa Raquel,F,1,0,0,0
Maiara Daisi,F,1,0,0,0
Lianor Sofia,F,1,0,0,0
Ariana Patricía,F,1,0,0,0
Carolina Letícia,F,1,0,0,0
Maria Silvina,F,1,0,0,0
Anna Maria,F,1,0,0,0
aliyah Bell da Conceiçã,F,1,0,0,0
Eva Liz,F,1,0,0,0
Carisa Omotola,F,1,0,0,0
Camila Antonino,F,1,0,0,0
Melanie Victória,F,1,0,0,0
Vera Hristinova,F,1,0,0,0
Sabrina Margaritova,F,1,0,0,0
Zélia Margarida,F,1,0,0,0
Viktoria Alexandra,F,1,0,0,0
Beatriz Inês,F,1,0,0,0
Alisia Elena,F,1,0,0,0
Alice Lara,F,1,0,0,0
Madalena Duval,F,1,0,0,0
Nyah Vitória,F,1,0,0,0
Aniyah Alexandra,F,1,0,0,0
Carlota Serena,F,1,0,0,0
Luiza Filipa,F,1,0,0,0
Lurdes Valentina,F,1,0,0,0
Amancai Sophia,F,1,0,0,0
Bianca Gabriela,F,1,0,0,0
Alexia Fatumata,F,1,0,0,0
Luana Milena,F,1,0,0,0
Bruna Leonor,F,1,0,0,0
Sofia Andreevna,F,1,0,0,0
Maria Cármen,F,1,0,0,0
Maria Paz,F,1,0,0,0
Eva Maye,F,1,0,0,0
Rute Rayssa,F,1,0,0,0
Gabriela Inês,F,1,0,0,0
Iarah José,F,1,0,0,0
Bárbara Chamile,F,1,0,0,0
Eva Joana,F,1,0,0,0
Alma Rosário,F,1,0,0,0
Benedita Liliana,F,1,0,0,0
Hao Shi,F,1,0,0,0
Elena Stefania,F,1,0,0,0
Inês Clara,F,1,0,0,0
Diana Gabriela,F,1,0,0,0
Lusiyana Emilova,F,1,0,0,0
Mamadou Binta,F,1,0,0,0
Kyara Nahary,F,1,0,0,0
Nicole Victória,F,1,0,0,0
Diana Afonso,F,1,0,0,0
Clara Rafael,F,1,0,0,0
Saiana Ramilha,F,1,0,0,0
